idx,title,etc,description,rating,review_sadness,review_joy,review_fear,review_disgust,review_anger,url
518,The Nightmare Before Christmas,Animation Family Fantasy,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",10,0.051847,0.901224,0.016049,0.024624,0.012955,https://whatdoido.kro.kr/movie/518.jpg
519,The Right Stuff,Adventure Biography Drama,"The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.",,0.073374,0.860982,0.00381,0.058012,0.006401,https://whatdoido.kro.kr/movie/519.jpg
520,Short Term 12,Drama,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.,8,0.150317,0.707341,0.08005,0.031662,0.064356,https://whatdoido.kro.kr/movie/520.jpg
521,La Vie En Rose,Biography Drama Music,"Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.",10,0.607716,0.666662,0.022169,0.060327,0.037647,https://whatdoido.kro.kr/movie/521.jpg
522,Evil Dead II,Comedy Horror,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,8,0.459103,0.140184,0.44272,0.051074,0.126707,https://whatdoido.kro.kr/movie/522.jpg
523,Sing Street,Comedy Drama Music,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,9,0.090372,0.773866,0.058234,0.032987,0.048667,https://whatdoido.kro.kr/movie/523.jpg
524,The Maltese Falcon,Crime Film-Noir Mystery,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",10,0.62565,0.53183,0.58702,0.076321,0.123192,https://whatdoido.kro.kr/movie/524.jpg
525,Drishyam,Crime Drama Mystery,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",10,0.339698,0.229024,0.087548,0.119954,0.113423,https://whatdoido.kro.kr/movie/525.jpg
526,The Hustler,Drama Sport,An up-and-coming pool player plays a long-time champion in a single high-stakes match.,9,0.230269,0.523362,0.014359,0.188782,0.138573,https://whatdoido.kro.kr/movie/526.jpg
527,Persona,Drama Thriller,A nurse is put in charge of a mute actress and finds that their personae are melding together.,8,0.0569,0.779997,0.023736,0.095452,0.078298,https://whatdoido.kro.kr/movie/527.jpg
528,Beasts of No Nation,Drama War,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",10,0.136952,0.42848,0.028881,0.405883,0.10133,https://whatdoido.kro.kr/movie/528.jpg
529,Happiness,Comedy Drama,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.",10,0.309934,0.614846,0.013316,0.079483,0.0135,https://whatdoido.kro.kr/movie/529.jpg
530,Witness for the Prosecution,Crime Drama Mystery,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,10,0.013072,0.857508,0.029873,0.008741,0.096998,https://whatdoido.kro.kr/movie/530.jpg
531,Nebraska,Adventure Comedy Drama,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",7,0.216069,0.64662,0.062573,0.478383,0.11777,https://whatdoido.kro.kr/movie/531.jpg
532,Days of Heaven,Drama Romance,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,8,0.04043,0.820788,0.026903,0.015041,0.125307,https://whatdoido.kro.kr/movie/532.jpg
533,Night of the Living Dead,Horror Thriller,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.,8,0.10344,0.371954,0.119102,0.493011,0.083969,https://whatdoido.kro.kr/movie/533.jpg
534,Dancer in the Dark,Crime Drama Musical,"An East European girl travels to the United States with her young son, expecting it to be like a Hollywood film.",1,0.488973,0.312724,0.053871,0.125268,0.141521,https://whatdoido.kro.kr/movie/534.jpg
535,Cinderella Man,Biography Drama History,"The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world.",7,0.422715,0.042149,0.171681,0.426002,0.267329,https://whatdoido.kro.kr/movie/535.jpg
536,The Dirty Dozen,Action Adventure War,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",1,0.57064,0.13464,0.160164,0.583586,0.177071,https://whatdoido.kro.kr/movie/536.jpg
537,Sabrina,Comedy Drama Romance,"A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.",8,0.309472,0.615838,0.015429,0.036457,0.047818,https://whatdoido.kro.kr/movie/537.jpg
538,Nosferatu,Fantasy Horror,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,8,0.235299,0.538074,0.125936,0.075628,0.098776,https://whatdoido.kro.kr/movie/538.jpg
539,Mommy,Drama,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",10,0.475094,0.480844,0.020285,0.012693,0.020017,https://whatdoido.kro.kr/movie/539.jpg
540,The Longest Day,Action Drama History,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",8,0.055597,0.340028,0.129176,0.014183,0.038039,https://whatdoido.kro.kr/movie/540.jpg
541,October Sky,Biography Drama Family,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",10,0.251738,0.716324,0.021215,0.00491,0.005377,https://whatdoido.kro.kr/movie/541.jpg
542,Yip Man,Action Biography Drama,"During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive.",10,0.019324,0.843154,0.042619,0.018758,0.087461,https://whatdoido.kro.kr/movie/542.jpg
543,The Adventures of Robin Hood,Action Adventure Romance,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.",8,0.010556,0.955199,0.008476,0.012743,0.014957,https://whatdoido.kro.kr/movie/543.jpg
544,Glengarry Glen Ross,Crime Drama Mystery,An examination of the machinations behind the scenes at a real estate office.,10,0.218642,0.573071,0.023893,0.031945,0.172873,https://whatdoido.kro.kr/movie/544.jpg
545,Dial M for Murder,Crime Thriller,A former tennis player tries to arrange his wife's murder after learning of her affair.,10,0.075547,0.562467,0.03347,0.152257,0.109677,https://whatdoido.kro.kr/movie/545.jpg
546,The Man Who Shot Liberty Valance,Drama Western,A senator returns to a western town for the funeral of an old friend and tells the story of his origins.,10,0.165854,0.687231,0.091512,0.069846,0.091059,https://whatdoido.kro.kr/movie/546.jpg
547,PK,Comedy Drama Musical,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.,10,0.137096,0.741639,0.07921,0.068823,0.03926,https://whatdoido.kro.kr/movie/547.jpg
548,Cabaret,Drama Music Musical,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,10,0.136652,0.684098,0.070349,0.031836,0.100864,https://whatdoido.kro.kr/movie/548.jpg
549,Good Bye Lenin!,Comedy Drama Romance,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",,0.401243,0.49713,0.125617,0.03368,0.016855,https://whatdoido.kro.kr/movie/549.jpg
550,Where Eagles Dare,Action Adventure War,"Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on.",10,0.484766,0.687272,0.052919,0.08262,0.062407,https://whatdoido.kro.kr/movie/550.jpg
551,"Planes, Trains & Automobiles",Comedy Drama,A man must struggle to travel home for Thanksgiving with a lovable oaf of a shower curtain ring salesman as his only companion.,8,0.244992,0.685065,0.029412,0.016089,0.035481,https://whatdoido.kro.kr/movie/551.jpg
552,East of Eden,Drama,"Two brothers struggle to maintain their strict, Bible-toting father's favor.",5,0.036161,0.897202,0.020472,0.012861,0.037727,https://whatdoido.kro.kr/movie/552.jpg
553,The Outlaw Josey Wales,Western,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.,10,0.113295,0.590646,0.067908,0.014944,0.016824,https://whatdoido.kro.kr/movie/553.jpg
554,In the Heat of the Night,Crime Drama Mystery,A black police detective is asked to investigate a murder in a racially hostile southern town.,8,0.094538,0.329223,0.075733,0.450635,0.196676,https://whatdoido.kro.kr/movie/554.jpg
555,Escape from Alcatraz,Action Biography Crime,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world.",10,0.328273,0.524999,0.055739,0.076721,0.09996,https://whatdoido.kro.kr/movie/555.jpg
556,Barton Fink,Comedy Drama Thriller,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,2,0.667902,0.081669,0.078488,0.193209,0.254069,https://whatdoido.kro.kr/movie/556.jpg
557,Hannah and Her Sisters,Comedy Drama,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",10,0.146399,0.751462,0.074743,0.058459,0.055896,https://whatdoido.kro.kr/movie/557.jpg
558,Gangs of Wasseypur,Action Comedy Crime,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",10,0.581491,0.708962,0.091147,0.041006,0.068589,https://whatdoido.kro.kr/movie/558.jpg
559,From Here to Eternity,Drama Romance War,"In Hawaii in 1941, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second-in-command are falling in love.",,0.092393,0.641434,0.093361,0.170177,0.081194,https://whatdoido.kro.kr/movie/559.jpg
560,The Day of the Jackal,Crime Drama Thriller,"A professional assassin codenamed ""Jackal"" plots to kill Charles de Gaulle, the President of France.",,0.141247,0.72804,0.032746,0.04109,0.077427,https://whatdoido.kro.kr/movie/560.jpg
561,Double Indemnity,Crime Drama Film-Noir,An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.,,0.16362,0.740195,0.116418,0.109515,0.108195,https://whatdoido.kro.kr/movie/561.jpg
